Street Number,Street Name,Postal Code,Ward,Plan Number,Lot Number,Contractor,Building Type,Municipality,Description,D.U.,Value,Sq. Ft.,Permit Number,Application Type,Permit Issued Date
15  ,HARROGATE PL ,K2H5L6,Ward 7,442519,557,"DOXTATER, RICCI",Single,Nepean,Convert a 2 car garage into living space and add full basement in a 1 storey detached dwelling,0,"35,000",480,1104832,Construction, 2011-Jul-26
310  ,BALINROAN CRES ,K2J3T8,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Mulberry 2010 B,Astoria 2010 K,Greenwich 2010 L Mid Unit,Hampton 2010 M",4,"500,494",6534,1104833,Construction, 2011-Jul-26
312  ,BALINROAN CRES ,K2J3T8,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Mulberry 2010 B,Astoria 2010 K,Greenwich 2010 L Mid Unit,Hampton 2010 M",4,"500,494",6534,1104833,Construction, 2011-Jul-26
314  ,BALINROAN CRES ,K2J3T8,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Mulberry 2010 B,Astoria 2010 K,Greenwich 2010 L Mid Unit,Hampton 2010 M",4,"500,494",6534,1104833,Construction, 2011-Jul-26
316  ,BALINROAN CRES ,K2J3T8,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Mulberry 2010 B,Astoria 2010 K,Greenwich 2010 L Mid Unit,Hampton 2010 M",4,"500,494",6534,1104833,Construction, 2011-Jul-26
100  ,DUNFOREST TER ,K2J3T6,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Helmsley 2009 B,Royalton 2009 E,Royalton 2009 C",3,"397,830",5469,1104834,Construction, 2011-Jul-26
102  ,DUNFOREST TER ,K2J3T6,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Helmsley 2009 B,Royalton 2009 E,Royalton 2009 C",3,"397,830",5469,1104834,Construction, 2011-Jul-26
104  ,DUNFOREST TER ,K2J3T6,Ward 22,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Helmsley 2009 B,Royalton 2009 E,Royalton 2009 C",3,"397,830",5469,1104834,Construction, 2011-Jul-26
907  ,LAWNSBERRY DR ,K1E1Y2,Ward 1,50M-15,PT LOT 171,***CONTRACTOR***,Single,Cumberland,Construct a 1 storey solarium in the rear yard of one half a of a semi-detached dwelling (with enclosed hot tub),0,"10,000",167,1104835,Construction, 2011-Jul-26
84  ,CORMACK CIRC ,,Ward 22,4M-1437,118,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 3 Storey Single with attached garage  Model: Hudson 2011 B,1,"139,890",1927,1104836,Construction, 2011-Jul-26
649  ,CLEARBROOK DR ,,Ward 22,4M-1437,21,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Bryant 2011 B,1,"110,910",1513,1104837,Construction, 2011-Jul-26
82  ,CORMACK CIRC ,,Ward 22,4M-1437,119,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Griffin 2011 B,1,"130,613",1715,1104838,Construction, 2011-Jul-26
653  ,CLEARBROOK DR ,,Ward 22,4M-1437,23,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Easton 2009 A,1,"116,300",1590,1104839,Construction, 2011-Jul-26
651  ,CLEARBROOK DR ,,Ward 22,1437,22,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 3 Storey Single with attached garage  Model: Hudson 2011 B,1,"139,890",1927,1104840,Construction, 2011-Jul-26
657  ,CLEARBROOK DR ,,Ward 22,1437,25,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 3 Storey Single with attached garage  Model: Hudson 2011 B,1,"139,890",1927,1104841,Construction, 2011-Jul-26
324  ,LAURIER AVE W,K1P0A4,Ward 14,2996,33,DIMENSION CABINET INC.,Apartment,Old Ottawa,Interior alterations to renovate a condominium unit in a 24 storey apartment building - [Unit 2301],0,"120,000",1100,1104842,Construction, 2011-Jul-26
661  ,CLEARBROOK DR ,,Ward 22,4M-1437,27,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Chelsea 4 2007 A,1,"151,400",2020,1104843,Construction, 2011-Jul-26
655  ,CLEARBROOK DR ,,Ward 22,,24,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Griffin 2011 A,1,"129,947",1705,1104844,Construction, 2011-Jul-26
659  ,CLEARBROOK DR ,,Ward 22,4M-1437,26,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Bryant 2011 A,1,"110,350",1505,1104845,Construction, 2011-Jul-26
108  ,SOUTHAM WAY ,,Ward 22,4M-1437,79,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Gainsborough 2009 C,1,"186,750",2525,1104846,Construction, 2011-Jul-26
604  ,BIRCHLAND CRES ,K2S2A6,Ward 6,,43,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 3 car garage,1,"246,455",3275,1104847,Construction, 2011-Jul-26
630  ,BIRCHLAND CRES ,K2S0S8,Ward 6,,30,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 2 car garage,1,"179,920",2424,1104848,Construction, 2011-Jul-26
623  ,BIRCHLAND CRES ,K2S0S8,Ward 6,4M-,55,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 2 car garage,1,"169,740",2282,1104849,Construction, 2011-Jul-26
40  ,BEAMISH CRES ,K2K2R7,Ward 4,4M-744,165,MERMAID POOLS (MERIVALE),Single,Kanata,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104850,Pool Enclosure, 2011-Jul-26
571  ,MANOR AVE ,K1M0J1,Ward 13,,CJG PT BLK 2,AMSTED CONSTRUCTION (RESTORAL) LTD.,Single,Rockcliffe Park,Construct an addition at the front and interior alterations to a 2 1/2 storey detached dwelling,0,"200,000",55,1104851,Construction, 2011-Jul-26
190  ,SOMERSET ST W,K2P0J4,Ward 14,15558,pt lots 1 and 2,SKARLAN ENTERPRISES LTD.,Mixed,Old Ottawa,Install shoring and to underpin partially footings on the west side of a 2 storey mixed use retail/office building,0,"50,000",100,1104852,Construction, 2011-Jul-26
4046  ,ARMITAGE AVE ,,Ward 5,418,41,***CONTRACTOR***,Single,West Carleton,Construct an addition at the side of a 2 storey detached dwelling,0,"70,000",741,1104853,Construction, 2011-Jul-26
77  ,VILLA CRES ,K2C0H7,Ward 16,323099,8,GHISLAIN BOILY RENOS & CONSTRUCTION,Single,Old Ottawa,Interior alterations to remove a non-load bearing wall between the kitchen and dining room in a detached dwelling,0,"15,000",108,1104855,Construction, 2011-Jul-27
31  ,QUEEN MARY ST ,K1K1X8,Ward 13,318,81 - 82,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations in the basement of a 1 1/2 storey detached dwelling,0,"3,000",32,1104856,Construction, 2011-Jul-27
4730  ,ANDERSON RD ,K0A1K0,Ward 20,4M-,PT LOT 16,***CONTRACTOR***,Single,Gloucester,Construct a 1 storey detached garage in the rear yard of a detached dwelling,0,"19,000",720,1104859,Construction, 2011-Jul-27
82  ,AYLMER AVE ,K1S2X5,Ward 17,36,7 & 8,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Remove a detached 1 car garage, replace with an attached 1 car garage at the rear and interior alterations in a 2 storey detached dwelling",0,"60,000",734,1104860,Construction, 2011-Jul-27
832  ,ROCKSON CRES ,K2S0S6,Ward 6,,154,METRIC HOMES,Single,Goulbourn,Construct a 1 storey detached dwelling with attached 2 car garage,1,"143,000",1900,1104861,Construction, 2011-Jul-27
813  ,ROCKSON CRES ,K2S0S6,Ward 6,,170,METRIC HOMES,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 2 car garage,1,"260,600",3580,1104862,Construction, 2011-Jul-27
837  ,ROCKSON CRES ,K2S0S6,Ward 6,,167,METRIC HOMES,Single,Goulbourn,Construct a 1 storey detached dwelling with attached 2 car garage,1,"143,125",1775,1104863,Construction, 2011-Jul-27
830  ,ROCKSON CRES ,K2S0S6,Ward 6,,153,METRIC HOMES,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 2 car garage,1,"171,700",2310,1104864,Construction, 2011-Jul-27
2195  ,QUINN CRES ,K1H6J5,Ward 18,712,21,SINGHKO INCORPORATED,Single,Old Ottawa,Interior alterations on the 1st floor of a 1 storey detached dwelling,0,"4,000",20,1104865,Construction, 2011-Jul-27
108  ,COUNTRY MEADOW DR ,K0A1L0,Ward 5,4M-1194,23,***CONTRACTOR***,Single,West Carleton,Construct a 2 storey detached dwelling with attached garage,1,"450,000",2510,1104866,Construction, 2011-Jul-27
63  ,CORMACK CIRC ,,Ward 22,4M-1437,137,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Chelsea 3 2007 A,1,"135,270",1861,1104867,Construction, 2011-Jul-27
153  ,CARLETON ST ,,Ward 5,77,174,***CONTRACTOR***,Single,West Carleton,Enclosure of an above ground pool in the rear yard of a single dwelling,0,0,0,1104868,Pool Enclosure, 2011-Jul-27
61  ,CORMACK CIRC ,,Ward 22,4M-1437,136,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Sutherland 2007 A,1,"195,360",2648,1104869,Construction, 2011-Jul-27
646  ,CLEARBROOK DR ,,Ward 22,4M-1437,50,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 3 Storey Single with attached garage  Model: Hudson 2011 B,1,"139,890",1927,1104870,Construction, 2011-Jul-27
648  ,CLEARBROOK DR ,,Ward 22,4M-1437,51,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Bryant 2011 B,1,"110,910",1513,1104871,Construction, 2011-Jul-27
650  ,CLEARBROOK DR ,,Ward 22,4M-1437,52,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Griffin 2011 A,1,"129,947",1705,1104872,Construction, 2011-Jul-27
652  ,CLEARBROOK DR ,,Ward 22,4M-1437,53,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Picadilly 2007 A,1,"166,660",2238,1104873,Construction, 2011-Jul-27
400  ,STALWART CRES ,K1T0H3,Ward 22,,224,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: T5 2007,T4 2007,T1 2007,T1 2007",4,"501,445",6578,1104874,Construction, 2011-Jul-27
402  ,STALWART CRES ,K1T0H3,Ward 22,,224,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: T5 2007,T4 2007,T1 2007,T1 2007",4,"501,445",6578,1104874,Construction, 2011-Jul-27
404  ,STALWART CRES ,K1T0H3,Ward 22,,224,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: T5 2007,T4 2007,T1 2007,T1 2007",4,"501,445",6578,1104874,Construction, 2011-Jul-27
406  ,STALWART CRES ,K1T0H3,Ward 22,,224,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: T5 2007,T4 2007,T1 2007,T1 2007",4,"501,445",6578,1104874,Construction, 2011-Jul-27
70  ,CORMACK CIRC ,,Ward 22,4M1437,125,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Picadilly 2007 A,1,"166,660",2238,1104875,Construction, 2011-Jul-27
68  ,CORMACK CIRC ,,Ward 22,4M-1437,126,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Riverbend 2009 C,1,"232,250",3175,1104876,Construction, 2011-Jul-27
66  ,CORMACK CIRC ,,Ward 22,4M1437,127,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Yorkville 2007 C reduced nook,1,"240,510",3293,1104877,Construction, 2011-Jul-27
337  ,SOMERSET ST E,K1N6W6,Ward 12,75101,PT LOTS 26 & 27,ELEGANS,Rowhouse,Old Ottawa,Interior alterations on the 1st floor of a 2 storey rowhouse,0,"19,000",193,1104878,Construction, 2011-Jul-27
64  ,CORMACK CIRC ,,Ward 22,4M-1437,128,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Westmount 2007 A,1,"240,160",3288,1104879,Construction, 2011-Jul-27
55  -405,HILDA ST ,K1Y4W1,Ward 15,89,5 6 12 & 13,VISIO ENERGY INC,Apartment,Old Ottawa,Install solar panels on a 9 storey apartment building,0,"60,000",969,1104880,Construction, 2011-Jul-27
26  ,CLEGG ST ,K1S0H8,Ward 17,208,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Finish the basement in a 1 storey detached dwelling,0,"10,000",500,1104881,Construction, 2011-Jul-27
39  ,CARWOOD CIRC ,K1K4V3,Ward 13,4M-1152,,SPRINGER BOYD CONTRACTING,Single,Old Ottawa,Interior alterations on the 2nd floor of a 2 storey detached dwelling,0,"8,000",50,1104882,Construction, 2011-Jul-27
148  ,BARONESS DR ,K2G6S4,Ward 22,4M-1190,68,CLUB PISCINE,Single,Nepean,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1104883,Pool Enclosure, 2011-Jul-27
25  ,PORTMAN CRES ,K2G7B9,Ward 22,4M-1224,62,LEISURE TIME POOLS,Single,Nepean,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1104884,Pool Enclosure, 2011-Jul-27
701  ,BIRCHLAND CRES ,K2S0S9,Ward 6,,70,HOLITZNER HOMES INC.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 2 car garage,1,"205,000",2662,1104885,Construction, 2011-Jul-27
120  ,ROYAL YORK ST ,,Ward 21,867,1,***CONTRACTOR***,Single,Goulbourn,Construct a 3 season sunroom at the rear of a 2 storey detached dwelling,0,"6,000",180,1104886,Construction, 2011-Jul-27
5  ,WITHERSPOON CRES ,K2K3L6,Ward 4,4M-1135,26,***CONTRACTOR***,Single,Kanata,Construct a deck at the rear of a 2 storey detached dwelling,0,"5,000",194,1104887,Construction, 2011-Jul-27
690  ,BIRCHLAND CRES ,K2S0S9,Ward 6,,67,HOLITZNER HOMES INC.,Single,Goulbourn,Construct a 1 storey detached dwelling with attached 2 car garage,1,"151,000",1702,1104888,Construction, 2011-Jul-27
703  ,BIRCHLAND CRES ,K2S0S8,Ward 6,,71,HOLITZNER HOMES INC.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached garages,1,"212,000",2756,1104890,Construction, 2011-Jul-27
702  ,BIRCHLAND CRES ,K2S0S9,Ward 6,,61,HOLITZNER HOMES INC.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 2 car garage,1,"225,000",3003,1104891,Construction, 2011-Jul-27
363  ,MAIN ST ,K1S1E2,Ward 17,M-45,176,JOLTHAN MANAGEMENT,Single,Old Ottawa,Finish a basement in a 2 storey detached dwelling,0,"20,000",582,1104892,Construction, 2011-Jul-27
1122  ,LUESBY CRES ,K4A4X7,Ward 19,4M-1200,,***CONTRACTOR***,Single,Cumberland,Enclosure of a semi inground pool in the rear yard of a detached dwelling,0,0,0,1104893,Pool Enclosure, 2011-Jul-27
606  ,BIRCHLAND CRES ,K2S2A5,Ward 6,,42,HOLITZNER HOMES INC.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 2 car garage,1,"235,000",2928,1104894,Construction, 2011-Jul-27
608  ,BIRCHLAND CRES ,K2S2A5,Ward 6,4M-,41,HOLITZNER HOMES INC.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached garage,1,"227,000",2891,1104895,Construction, 2011-Jul-27
692  ,BIRCHLAND CRES ,K2S0S9,Ward 6,4M-,66,HOLITZNER HOMES INC.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 2 car garage,1,"227,500",2713,1104896,Construction, 2011-Jul-27
610  ,BIRCHLAND CRES ,K2S2A5,Ward 6,,40,HOLITZNER HOMES INC.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 2 car garage,1,"223,000",2840,1104897,Construction, 2011-Jul-27
570  ,DUNBRACK ST ,K1K1J5,Ward 13,610,35,***CONTRACTOR***,Detached Garage/Shed,Old Ottawa,Remove and replace a shed in the rear yard of a 1 storey detached dwelling,0,"6,600",264,1104898,Construction, 2011-Jul-27
818  ,ROCKSON CRES ,K2S0S6,Ward 6,,147,PATTEN HOMES 2000,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 2 car garage,1,"430,000",3300,1104899,Construction, 2011-Jul-27
432  ,STALWART CRES ,K1T0H2,Ward 22,4M-1385,189,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling with attached garage,2,"293,731",4839,1104900,Construction, 2011-Jul-27
434  ,STALWART CRES ,K1T0H2,Ward 22,4M-1385,189,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,Construct a 2 storey semi-detached dwelling with attached garage,2,"293,731",4839,1104900,Construction, 2011-Jul-27
428  ,STALWART CRES ,K1T0H2,Ward 22,4M-1385,188,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,Construct a 2 storey semi-deatched dwelling with attached garage,2,"293,731",4839,1104901,Construction, 2011-Jul-27
430  ,STALWART CRES ,K1T0H2,Ward 22,4M-1385,188,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,Construct a 2 storey semi-deatched dwelling with attached garage,2,"293,731",4839,1104901,Construction, 2011-Jul-27
736  ,COOPER ST ,K1R5J6,Ward 14,15061,PT LOT O,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,Construct a 1 storey detached garage in the rear yard of a 3 storey triplex,0,"10,000",432,1104902,Construction, 2011-Jul-27
376  ,ANTIGONISH AVE ,,Ward 1,,30,CLARIDGE HOMES (TRIM RD) INC.,Single,Cumberland,Construct a 2 storey detached dwelling with attached garage Model Budapest B,1,"159,070",2201,1104903,Construction, 2011-Jul-27
255  ,KIWANIS CRT ,K1T0H7,Ward 10,4M-1395,16,CLARIDGE HOMES (HUNT CLUB GATE) INC.,Single,Old Ottawa,Construct a 2 storey detached dwelling with attached garage   Model Thames 2007 C,1,"177,650",2395,1104904,Construction, 2011-Jul-27
6905  ,SOUTH VILLAGE DR ,K4P0A4,Ward 20,4M-1265,50,***CONTRACTOR***,Single,Osgoode,Construct a 2 storey detached dwelling with attached 2 car garage,1,"254,155",3200,1104905,Construction, 2011-Jul-27
5709  ,HAZELDEAN RD ,K2S0P6,Ward 6,,pt lots 27,CONTRACTOR UNKNOWN,Retail,Goulbourn,Construct a 1 storey commercial building (Shoppers Drug Mart),0,"880,000",16870,1104906,Construction, 2011-Jul-27
20  ,CRESCENT RD ,K1M0N3,Ward 13,M61,13-18 21-26,CONTRACTOR UNKNOWN,Single,Rockcliffe Park,Construct a 1 storey addition at the rear of a 2 storey detached dwelling.,0,"30,000",1259,1104907,Construction, 2011-Jul-27
1424  ,PORTAL ST ,K1H6B7,Ward 18,452,38,MACKINNON REID ASSOCIATES,Single,Old Ottawa,Enclosure of a semi inground pool in rear yard of a detached dwelling,0,0,0,1104908,Pool Enclosure, 2011-Jul-27
12  ,FOREST GATE WAY ,K2G6P2,Ward 22,4M-1045,"6,17",***CONTRACTOR***,Single,Nepean,Construct a deck at rear of a 2 storey detached dwelling,0,"5,000",664,1104909,Construction, 2011-Jul-27
1929  ,OGILVIE RD ,,Ward 13,M-50,,CONTRACTOR UNKNOWN,Office,Gloucester,"STRUCTURAL ONLY (SUPERSTRUCTURE) - Construction of a 3 storey portion and a 4 storey portion of a 5 storey commercial office building (LTAP Pods 3&4 w/ associated hub(s), Government Defence Construction) foundation constructed under application #A11-002937 (BP# 1103397)",0,"5,493,698",220279,1104910,Construction, 2011-Jul-27
1929  ,OGILVIE RD ,,Ward 13,M-50,,CONTRACTOR UNKNOWN,Office,Gloucester,STRUCTURAL ONLY (SUPERSTRUCTURE) - Construction of a 3 storey portion of a 5 storey office building (blocks P & Q only of Data Centre portion of the LTAP building) foundation constructed under application #A11-002220 (BP# 1102783),0,"7,350,000",18764,1104912,Construction, 2011-Jul-27
310  ,KIPPEN PL ,K2J0N9,Ward 3,4M-,91,HOLITZNER HOMES INC.,Single,Nepean,Construct a 2 storey detached dwelling with attached garage (Model:  Willlowstone 2007 3 bed/loft Elev B),1,"156,000",2078,1104914,Construction, 2011-Jul-28
312  ,KIPPEN PL ,K2J0N8,Ward 3,4M-1419,90,HOLITZNER HOMES INC.,Single,Nepean,Construct a 2 storey detached dwelling with attached garage (Model: Willowstong 2007 3bed/loft - Elev A),1,"156,000",2078,1104915,Construction, 2011-Jul-28
234  ,HARTHILL WAY ,K2J0P2,Ward 3,4M-,63,HOLITZNER HOMES INC.,Single,Nepean,Construct a 2 storey detached dwelling with attached garage (Model: Sunland 2007 Elev A),1,"182,500",2433,1104916,Construction, 2011-Jul-28
181  ,HUDSON AVE ,K2C0G5,Ward 16,511,13,***CONTRACTOR***,Single,Old Ottawa,"Remove existing garage and 1 storey addition at the side, and construct a 1 storey addition at the rear, a 2 storey addition at the East side, an attached garage with second storey above at the West side, and interior alterations to a 2 storey detached dwelling.",0,"150,000",2895,1104917,Construction, 2011-Jul-28
373  ,THIRD AVE ,K1S2K4,Ward 17,180665,249,ADCOR CONSTRUCTION,Single,Old Ottawa,Construct 2 dormer additions on the 3rd floor of a 3 storey detached dwelling,0,"25,000",140,1104918,Construction, 2011-Jul-28
2499 A ,WALKLEY RD ,K1G3H2,Ward 18,,26,3G ENERGY GROUP,Rowhouse,Old Ottawa,Install 54 10kw mounted photovoltaic solar panels on the roof of a 2 storey rowhouse,0,"50,000",150,1104919,Construction, 2011-Jul-28
2499 B ,WALKLEY RD ,K1G3H2,Ward 18,,26,3G ENERGY GROUP,Rowhouse,Old Ottawa,Install 54 10kw mounted photovoltaic solar panels on the roof of a 2 storey rowhouse,0,"50,000",150,1104919,Construction, 2011-Jul-28
2499 C ,WALKLEY RD ,K1G3H2,Ward 18,,26,3G ENERGY GROUP,Rowhouse,Old Ottawa,Install 54 10kw mounted photovoltaic solar panels on the roof of a 2 storey rowhouse,0,"50,000",150,1104919,Construction, 2011-Jul-28
2499 D ,WALKLEY RD ,K1G3H2,Ward 18,,26,3G ENERGY GROUP,Rowhouse,Old Ottawa,Install 54 10kw mounted photovoltaic solar panels on the roof of a 2 storey rowhouse,0,"50,000",150,1104919,Construction, 2011-Jul-28
2499 E ,WALKLEY RD ,K1G3H2,Ward 18,,26,3G ENERGY GROUP,Rowhouse,Old Ottawa,Install 54 10kw mounted photovoltaic solar panels on the roof of a 2 storey rowhouse,0,"50,000",150,1104919,Construction, 2011-Jul-28
2499  ,WALKLEY RD ,K1G3H2,Ward 18,,26,3G ENERGY GROUP,Rowhouse,Old Ottawa,Install 54 10kw mounted photovoltaic solar panels on the roof of a 2 storey rowhouse,0,"50,000",150,1104919,Construction, 2011-Jul-28
54  ,CARLYLE AVE ,K1S4Y4,Ward 17,165776,1,***CONTRACTOR***,Single,Old Ottawa,Remove a 1 storey addition and replace with a 2 storey addition at the rear of a 2 storey detached dwelling,0,"225,000",764,1104921,Construction, 2011-Jul-28
2000  ,PORTOBELLO BLVD ,K4A4M9,Ward 19,4M-1139,,CONTRACTOR UNKNOWN,Institutional,Cumberland,Relocate 1 portable classroom at the rear of a 2 storey institutional building. (St. Theresa Catholic School),0,"3,000",0,1104923,Construction, 2011-Jul-28
4050  ,CALBRENT WAY ,K0A2W0,Ward 20,4M-1127,15,GUILDCREST BUILDING CORPORATION,Single,Osgoode,Construct a 1 storey detached dwelling with an attached 3 car garage,1,"300,000",1432,1104924,Construction, 2011-Jul-28
672  ,BIRCHLAND CRES ,K2S0S9,Ward 6,,9,HOLITZNER HOMES INC.,Single,Goulbourn,Construct a 2 storey detached dwelling with attached 2 garage,1,"175,000",1911,1104925,Construction, 2011-Jul-28
959  ,HARE AVE ,K2A3J6,Ward 7,347476,3,MINTO COMMUNITIES INC.,Single,Old Ottawa,Construct a 1 storey detached dwelling with attached 2 car garage,1,"274,114",5008,1104926,Construction, 2011-Jul-28
959  ,HARE AVE ,K2A3J6,Ward 7,347476,3,MINTO COMMUNITIES INC.,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,"1,000",-1500,1104927,Demolition, 2011-Jul-28
237  ,BOLTON ST ,K1N5B5,Ward 12,3 E38,4,BYTOWN FENCES & DECKS,Single,Old Ottawa,Repair a 2 storey porch in the front yard of a 2 storey detached dwelling,0,"7,450",215,1104928,Construction, 2011-Jul-28
2726  ,TRAVERSE DR ,K1V8B1,Ward 17,775,74,***CONTRACTOR***,Single,Old Ottawa,Interior alterations in a 1 storey detached dwelling,0,"2,800",140,1104929,Construction, 2011-Jul-28
32  ,MCCOOEYE LANE ,K2S1B9,Ward 6,,24,***CONTRACTOR***,Rowhouse,Goulbourn,Enclosure of a hot tub in the rear yard of a rowhouse,0,0,0,1104930,Pool Enclosure, 2011-Jul-28
1596  ,MARCOUX DR ,K1E2K6,Ward 1,M-24,80,***CONTRACTOR***,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1104931,Pool Enclosure, 2011-Jul-28
1910  ,BANK ST ,K1V7Z8,Ward 16,,A,CARA OPERATIONS LIMITED,Retail,Old Ottawa,Construct a 1storey commercial building (Swiss Chalet),0,"1,050,000",6200,1104932,Construction, 2011-Jul-28
255  ,IONA ST ,K1Z7B6,Ward 15,309,17,RONA HOME & GARDEN,Single,Old Ottawa,Remove and replace front deck of a 2 storey detached dwelling,0,"7,000",168,1104933,Construction, 2011-Jul-28
599 A ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
599 B ,CHAPMAN MILLS DR ,,Ward 22,4M-1437,,MINTO COMMUNITIES INC.,Stacked Rowhouse,Nepean,"Construct a 3 Storey Stacked Rowhouse without attached garages  Models: Gramercy VI 2010 B,Radcliffe VI 2010 B,Radcliffe VI 2010 A,Gramercy VI 2010 B,Radcliffe VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Gramercy VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 B,Gramercy VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 A,Radcliffe VI 2010 B,Gramercy VI 2010 A,Gramercy VI 2010 B",15,"1,450,400",20720,1104934,Construction, 2011-Jul-28
